Municipio,Provincia,Lugar,Dirección,Fecha,Hora,Ojo,Latitud,Longitud,Convoca,Marca en porceuta.es,Notas,Estado,Fuente
Nájera,La Rioja,Puertas del Ayuntamiento,Puertas del Ayuntamiento,2026-09-02,20:00,,"42,415916","-2,734425",,Sin confirmar,,Publicada,Ambas
Arrecife,Las Palmas,Ayuntamiento,"Ayuntamiento, 35500",2026-09-02,19:00,NO son las 20:00,"28,95926","-13,546797",Ayuntamiento de Arrecife / FEMP,Difundida,"19:00 hora canaria · CORRECCIÓN. Convocatoria municipal: 19:00 hora canaria, frente al Ayuntamiento. Sustituye la ficha anterior de las 20:00/convocatoria ciudadana.",Publicada,Ambas
Ingenio,Las Palmas,Plaza la Candelaria,,2026-09-02,20:00,,"27,9296471","-15,4235148",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Las Palmas de Gran Canaria,Las Palmas,Plaza de Santa Ana,"Plaza de Santa Ana, Las Palmas de Gran Canaria, 35001",2026-09-02,19:00,NO son las 20:00,"28,1005011","-15,4155749",,Sin confirmar,Recogido de prensa (El Diario de Madrid) 19:00 hora canaria.,Publicada,Ambas
Puerto del Rosario,Las Palmas,Calle Primero de Mayo,"Calle Primero de Mayo, Puerto del Rosario",2026-09-02,19:00,NO son las 20:00,"28,5012761","-13,8594991",Ayuntamiento de Puerto del Rosario / alcalde David de Vera,Difundida,Recogido de prensa (El Distrito),Publicada,Ambas
Telde,Las Palmas,Plaza de San Juan,Plaza de San Juan,2026-09-02,19:00,NO son las 20:00,"27,9943","-15,4169",Ayuntamiento de Telde / FEMP,Difundida,,Publicada,Ambas
Astorga,León,Plaza de España,"Plaza de España, Astorga",2026-09-02,20:00,,"42,454585","-6,0530918",Ayuntamiento de Astorga,Difundida,Recogido de prensa (El Distrito),Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Carracedelo,León,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 24549",2026-09-02,20:00,,"42,5563","-6,7338",Ayuntamiento de Carracedelo,Difundida,,Publicada,Ambas
La Virgen del Camino,León,Puerta de la Biblioteca de La Virgen del Camino,Puerta de la Biblioteca de La Virgen del Camino,2026-09-02,20:00,,"42,581665","-5,643742",Ayto. Valverde de la Virgen,Difundida,VALVERDE DE LA VIRGEN CON CEUTA,Publicada,Ambas
León,León,Plaza de San Marcelo,"Plaza de San Marcelo, 24001",2026-09-02,20:00,,"42,597974","-5,571082",,Sin confirmar,,Publicada,Ambas
Ponferrada,León,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 24401",2026-09-02,20:00,,"42,545442","-6,590562",Ayuntamiento de Ponferrada,Difundida,El punto del mapa es aproximado.,Publicada,Ambas
Lleida,Lleida,Plaça de la Paeria,Plaça de la Paeria,2026-09-02,20:00,,"41,6148","0,6266",Convocatoria local / participación anunciada de VOX,Confirmada,,Publicada,Ambas
Lugo,Lugo,Praza Maior,,2026-09-02,20:00,,"43,0121","-7,5559",PP Lugo,Sin confirmar,,Solo en porceuta.es,porceuta.es
Ajalvir,Madrid,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"40,534288","-3,4809",,Sin confirmar,,Publicada,Ambas
Alcalá de Henares,Madrid,Plaza de Cervantes,Plaza de Cervantes,2026-09-02,20:00,,"40,482647","-3,364005",,Sin confirmar,,Publicada,Ambas
Alcobendas,Madrid,"Plaza Mayor, frente al Ayuntamiento","Plaza Mayor, frente al Ayuntamiento, 28100",2026-09-02,20:00,,"40,547304","-3,641369",Ayuntamiento de Alcobendas,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Alcorcón,Madrid,Plaza del Ayuntamiento,,2026-09-02,20:00,,"40,349538","-3,828813",PP Alcorcón,Confirmada,,Solo en porceuta.es,porceuta.es
Aldea del Fresno,Madrid,Frente al Ayuntamiento,"Frente al Ayuntamiento, 28260",2026-09-02,20:00,,"40,324809","-4,203283",Ayuntamiento de Aldea del Fresno,Difundida,,Publicada,Ambas
Algete,Madrid,"Plaza de la Constitución, frente al Ayuntamiento","Plaza de la Constitución, frente al Ayuntamiento",2026-09-02,20:00,,"40,59709","-3,49762",Ayuntamiento de Algete / FEMP-FMM,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Alpedrete,Madrid,"Puerta del Ayuntamiento, Plaza de la Villa","Puerta del Ayuntamiento, Plaza de la Villa",2026-09-02,20:00,,"40,65839","-4,02429",Ayuntamiento de Alpedrete / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Aranjuez,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,032229","-3,60401",Ayuntamiento de Aranjuez/FEMP,Difundida,,Publicada,Ambas
Arganda del Rey,Madrid,Plaza de la Constitución,"Plaza de la Constitución, 28500",2026-09-02,20:00,,"40,300791","-3,438163",Ayuntamiento de Arganda del Rey,Difundida,,Publicada,Ambas
Arroyomolinos,Madrid,Plaza Mayor del Ayuntamiento,Plaza Mayor del Ayuntamiento,2026-09-02,20:00,,"40,2696","-3,9209",Ayuntamiento de Arroyomolinos / FEMP,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Becerril de la Sierra,Madrid,"Puertas del Ayuntamiento, Plaza de la Constitución","Puertas del Ayuntamiento, Plaza de la Constitución, 28490",2026-09-02,20:00,,"40,71643","-3,98833",Ayuntamiento de Becerril de la Sierra / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Boadilla del Monte,Madrid,"Ayuntamiento de Boadilla, Sede Administrativa","Ayuntamiento de Boadilla, Sede Administrativa",2026-09-02,20:00,,"40,407566","-3,879428",Ayuntamiento de Boadilla,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Brunete,Madrid,Plaza Mayor,"Plaza Mayor, Brunete",2026-09-02,20:00,,"40,4053238","-3,9980686",Ayuntamiento de Brunete,Difundida,Recogido de prensa (El Distrito) · Convocatoria difundida por el ayuntamiento de Brunete: BRUNETE CON CEUTA. Ceuta no está sola. En Brunete no miramos hacia otro lado. Nos sumamos con el corazón a las iniciativas de @fempcomunica y @FedMMadrid en apoyo a Ceuta y a su gente. #2deSeptiembre a las 20:00h en la Plaza Mayor de Brunete. Link: https://x.com/aytobrunete/status/2092489238109458907?s=46&t=5aYt2JQ9RSUFke6l5dOfQA,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Buitrago del Lozoya,Madrid,Plaza de Picasso,,2026-09-02,20:00,,"40,9953477","-3,6350501",Ayuntamiento de Buitrago del Lozoya,Difundida,,Solo en porceuta.es,porceuta.es
Cadalso de los Vidrios,Madrid,Ayuntamiento,,2026-09-02,20:00,,"40,3017055","-4,4412816",Ayuntamiento,Difundida,,Solo en porceuta.es,porceuta.es
Campo Real,Madrid,Plaza Mayor,"Plaza Mayor, 28510",2026-09-02,20:00,,"40,338106","-3,381379",,Sin confirmar,,Publicada,Ambas
Carabaña,Madrid,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"40,257151","-3,237925",,Sin confirmar,,Publicada,Ambas
Cenicientos,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,263189","-4,46698",Ayuntamiento de Cenicientos,Difundida,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Chinchón,Madrid,Plaza Mayor,"Plaza Mayor, 28370",2026-09-02,20:00,,"40,140829","-3,423147",Ayuntamiento de chinchon/FEMP,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Ciempozuelos,Madrid,Plaza de la Constitución,,2026-09-02,20:00,,"40,1580087","-3,6205514",PP de Ciempozuelos,Sin confirmar,,Solo en porceuta.es,porceuta.es
Cobeña,Madrid,Plaza de la Villa,"Plaza de la Villa, 28863",2026-09-02,20:00,,"40,567583","-3,504823",,Sin confirmar,,Publicada,Ambas
Collado Villalba,Madrid,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 28400",2026-09-02,20:00,,"40,648347","-3,981977",,,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Listado oficial
Collado Villalba,Madrid,"Puertas del Ayuntamiento, Plaza de la Constitución",,2026-09-02,20:00,,"40,6332","-4,0057",Ayuntamiento de Collado Villalba / FEMP-FMM,Difundida,,Solo en porceuta.es,porceuta.es
Colmenar de Oreja,Madrid,Plaza Mayor,"Plaza Mayor, 28380",2026-09-02,20:00,,"40,107369","-3,387175",,Sin confirmar,,Publicada,Ambas
Colmenar del Arroyo,Madrid,Plaza de España,,2026-09-02,20:00,,"40,4179997","-4,1972768",Ayuntamiento de Colmenar del Arroyo,Difundida,,Solo en porceuta.es,porceuta.es
Colmenar Viejo,Madrid,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 28770",2026-09-02,20:00,,"40,65908","-3,76614",Ayuntamiento de Colmenar Viejo / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Colmenarejo,Madrid,"Plaza de la Constitución, puerta del Ayuntamiento","Plaza de la Constitución, puerta del Ayuntamiento, 28270",2026-09-02,20:00,,"40,5606","-4,017",Ayuntamiento de Colmenarejo,Difundida,El punto del mapa es aproximado.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
El Álamo,Madrid,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"40,230271","-3,990656",,Sin confirmar,,Publicada,Ambas
El Escorial,Madrid,"Ayuntamiento de El Escorial, Plaza de España","Ayuntamiento de El Escorial, Plaza de España",2026-09-02,20:00,,"40,58212","-4,12876",Ayuntamiento de El Escorial / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Fuenlabrada,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,283374","-3,800125",Encarnación Peñas Medina,Confirmada,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Galapagar,Madrid,"Puertas del Ayuntamiento, Plaza del Presidente Adolfo Suárez","Puertas del Ayuntamiento, Plaza del Presidente Adolfo Suárez",2026-09-02,20:00,,"40,57891","-4,00347",Ayuntamiento de Galapagar / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Getafe,Madrid,Plaza del Ayuntamiento,,2026-09-03,20:00,OTRA FECHA,"40,3070639","-3,7331808",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Griñón,Madrid,Plaza Mayor,"Plaza Mayor, 28971",2026-09-02,20:00,,"40,213661","-3,858148",Ayuntamiento de Griñón/FEMP,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Guadarrama,Madrid,"Plaza Mayor, frente al Ayuntamiento","Plaza Mayor, frente al Ayuntamiento",2026-09-02,20:00,,"40,6726","-4,089",Ayuntamiento de Guadarrama / FEMP-FMM,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Hoyo de Manzanares,Madrid,"Plaza Mayor, frente al Ayuntamiento","Plaza Mayor, frente al Ayuntamiento, 28240",2026-09-02,20:00,,"40,622639","-3,907194",Ayuntamiento de Hoyo de Manzanares,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Humanes de Madrid,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,25013","-3,82752",Ayuntamiento de Humanes de Madrid / FEMP-FMM,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Las Rozas,Madrid,Plaza Mayor,,2026-09-02,20:00,,"40,49208","-3,87376",Ayuntamiento de Las Rozas / FEMP-FMM,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Solo en porceuta.es,porceuta.es
Las Rozas de Madrid,Madrid,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"40,49208","-3,87376",,,,Retirada · no aparece en el listado oficial del 29 de agosto,Listado oficial
Leganés,Madrid,"Ante el Ayuntamiento, Plaza Mayor","Ante el Ayuntamiento, Plaza Mayor, 28912",2026-09-02,20:00,,"40,3272","-3,7635",Ayuntamiento de Leganés / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Loeches,Madrid,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"40,383499","-3,409299",Ayuntamiento de Loeches,Difundida,Apoyo a Ceuta https://www.facebook.com/share/p/1DE3XVnZm7/,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Los Molinos,Madrid,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"40,714823","-4,073631",,Sin confirmar,,Publicada,Ambas
Madrid,Madrid,Congreso de los Diputados,"Plaza de las Cortes, Madrid",2026-09-02,20:00,,"40,41644","-3,69703",Ceutíes en Madrid,Confirmada,Concentración Oficial convocada frente al Congreso de los Diputados. Es la convocatoria creada por Ceuties en Madrid.,Publicada,Ambas
Madrid,Madrid,Plaza de Cibeles,"Plaza de Cibeles, Madrid",2026-09-02,20:00,,"40,41942","-3,69254",Ayuntamiento de Madrid,Difundida,Convocatoria lanzada por el Ayuntamiento de Madrid,Publicada,Ambas
Majadahonda,Madrid,"Frente al Ayuntamiento, Plaza Mayor","Frente al Ayuntamiento, Plaza Mayor",2026-09-02,20:00,,"40,47353","-3,87239",Ayuntamiento de Majadahonda / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Miraflores de la Sierra,Madrid,Plaza del Ayuntamiento,,2026-09-02,20:00,,"40,8137532","-3,7667236",PP Miraflores de la Sierra,Sin confirmar,,Solo en porceuta.es,porceuta.es
Moraleja de Enmedio,Madrid,Plaza de España,"Plaza de España, 28950",2026-09-02,20:00,,"40,260421","-3,861755",,Sin confirmar,,Publicada,Ambas
Moralzarzal,Madrid,Plaza de la Constitución,"Plaza de la Constitución, 28411",2026-09-02,20:00,,"40,679152","-3,972176",Ayuntamiento de Moralzarzal,Difundida,,Publicada,Ambas
Móstoles,Madrid,Plaza de España,"Plaza de España, 28934",2026-09-02,20:00,,"40,322635","-3,865144",Ciudadania,Sin confirmar,Ceuta no se vende y por la injusticia q han hecho con los sanitarios d Ceuta. Por Ceuta y apoyo a sus sanitarios.,Publicada,Ambas
Navacerrada,Madrid,"Ayuntamiento de Navacerrada, Plaza de los Ángeles 1","Ayuntamiento de Navacerrada, Plaza de los Ángeles 1, 28491",2026-09-02,12:00,NO son las 20:00,"40,729","-4,014",Ayuntamiento de Navacerrada / FEMP-FMM,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Navalagamella,Madrid,Plaza de España,"Plaza de España, 28212",2026-09-02,20:00,,"40,46907","-4,122687",Ayuntamiento de Navalagamella,Difundida,,Publicada,Ambas
Navas del Rey,Madrid,Ayuntamiento,"Ayuntamiento, 28695",2026-09-02,20:00,,"40,384093","-4,251592",Ayuntamiento de Navas del Rey,Difundida,,Publicada,Ambas
Paracuellos de Jarama,Madrid,Plaza de la Constitución,"Plaza de la Constitución, 28860",2026-09-02,20:00,,"40,50339","-3,52777",Ayuntamiento de Paracuellos de Jarama / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Parla,Madrid,Ayuntamiento,"Ayuntamiento, 28980",2026-09-02,20:00,,"40,237395","-3,77189",,Confirmada,,Publicada,Ambas
Pelayos de la Presa,Madrid,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"40,359124","-4,334366",Ayuntamiento de Pelayos de la Presa,Difundida,,Publicada,Ambas
Pinto,Madrid,Plaza de la Constitución,"Plaza de la Constitución, 28320",2026-09-02,20:00,,"40,240956","-3,700526",Ayuntamiento de Pinto,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Pozuelo de Alarcón,Madrid,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"40,434374","-3,814413",Ayuntamiento de Pozuelo de Alarcón,Difundida,,Publicada,Ambas
Rozas de Puerto Real,Madrid,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 28649",2026-09-02,20:00,,"40,310241","-4,490768",Ayuntamiento de Rozas de Puerto Real,Difundida,,Publicada,Ambas
San Fernando de Henares,Madrid,Plaza de España,,2026-09-02,20:00,,"40,4248548","-3,5350369",PP San Fernando de Henares,Sin confirmar,Apoyo a Ceuta https://www.facebook.com/share/p/1EZ3tytHuK/,Solo en porceuta.es,porceuta.es
San Lorenzo de El Escorial,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,591","-4,148",Ayuntamiento de San Lorenzo de El Escorial / FEMP-FMM,Difundida,,Publicada,Ambas
San Martín de Valdeiglesias,Madrid,Plaza Real,Plaza Real,2026-09-02,20:00,,"40,361705","-4,397089",Ayuntamiento de San Martín de Valdeiglesias,Difundida,,Publicada,Ambas
San Sebastián de los Reyes,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,54737","-3,626059",Ayuntamiento San Sebastián de los Reyes,Difundida,,Publicada,Ambas
Sevilla la Nueva,Madrid,"Plaza de Sevilla, frente al Palacio de Baena","Plaza de Sevilla, frente al Palacio de Baena",2026-09-02,20:00,,"40,34666","-4,027345",,Sin confirmar,,Publicada,Ambas
Soto del Real,Madrid,Ayuntamiento,,2026-09-02,20:00,,"40,7533621","-3,7868456",PP Soto del Real,Sin confirmar,,Solo en porceuta.es,porceuta.es
Tielmes,Madrid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"40,246658","-3,31377",Ayuntamiento de Tielmes/FEMP,Difundida,,Publicada,Ambas
Torrejón de Ardoz,Madrid,Plaza Mayor,"Plaza Mayor, 28850",2026-09-02,20:00,,"40,458644","-3,479204",,Sin confirmar,,Publicada,Ambas
Torrejón de la Calzada,Madrid,Plaza de España,Plaza de España,2026-09-02,20:00,,"40,20068","-3,79933",Ayuntamiento de Torrejón de la Calzada/FEMP,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Torrelaguna,Madrid,Ayuntamiento,"Ayuntamiento, 28180",2026-09-02,20:00,,"40,827919","-3,538522",,Sin confirmar,,Publicada,Ambas
Torrelodones,Madrid,Plaza de la Constitución,"Plaza de la Constitución, Torrelodones, 28250",2026-09-02,20:00,,"40,5758422","-3,9291313",Partido Popular,Difundida,Recogido de prensa (El Distrito) · Torrelodones con Ceuta · Frente al ayuntamiento,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Torres de la Alameda,Madrid,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"40,402152","-3,360625",Ayuntamiento de Torres de la Alameda,Difundida,,Publicada,Ambas
Tres Cantos,Madrid,Plaza del ayuntamiento,,2026-09-02,19:00,NO son las 20:00,"40,599073","-3,71221",Ayuntamiento de Tres Cantos / FEMP,Sin confirmar,,Solo en porceuta.es,porceuta.es
Valdemanco,Madrid,Plaza Nuestra Señora del Carmen,"Plaza Nuestra Señora del Carmen, 28729",2026-09-02,20:00,,"40,872347","-3,663008",,Sin confirmar,,Publicada,Ambas
Valdemorillo,Madrid,"Plaza de la Constitución, frente al Ayuntamiento","Plaza de la Constitución, frente al Ayuntamiento, 28210",2026-09-02,20:00,,"40,501","-4,068",Ayuntamiento de Valdemorillo / FEMP,Difundida,,Publicada,Ambas
Valdemoro,Madrid,Plaza de la Constitución,"Plaza de la Constitución, 28341",2026-09-02,20:00,,"40,190411","-3,677435",Ayuntamiento de Valdemoro / FEMP,Difundida,,Publicada,Ambas
Valdilecha,Madrid,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"40,295546","-3,30304",,Sin confirmar,,Publicada,Ambas
Villa del Prado,Madrid,Plaza Mayor,,2026-09-02,20:00,,"40,276496","-4,305911",Ayuntamiento de Villa del Prado,Difundida,,Solo en porceuta.es,porceuta.es
Villalbilla,Madrid,Ayuntamiento,"Ayuntamiento, 28810",2026-09-02,20:00,,"40,432513","-3,298686",,Sin confirmar,,Publicada,Ambas
Villamanta,Madrid,Plaza Rey Juan Carlos I,Plaza Rey Juan Carlos I,2026-09-02,20:00,,"40,299339","-4,110131",,Confirmada,,Publicada,Ambas
Villanueva de la Cañada,Madrid,Plaza de España,Plaza de España,2026-09-02,20:00,,"40,446618","-4,00502",,Sin confirmar,,Publicada,Ambas
Villanueva del Pardillo,Madrid,Plaza Mayor,"Plaza Mayor, 28229",2026-09-02,20:00,,"40,490498","-3,964258",,Sin confirmar,,Publicada,Ambas
Villaviciosa de Odón,Madrid,"Plaza de la Constitución, frente al Ayuntamiento","Plaza de la Constitución, frente al Ayuntamiento, 28670",2026-09-02,20:00,,"40,35872","-3,90239",Ayuntamiento de Villaviciosa de Odón / FEMP-FMM,Difundida,,Publicada,Ambas
Zarzalejo,Madrid,Plaza Llano del Soldado,,2026-09-02,20:00,,"40,5483016","-4,1815899",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Alhaurín de la Torre,Málaga,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Alhaurín de la Torre, 29130",2026-09-02,20:00,,"36,6616896","-4,5655804",Ayuntamiento de Alhaurín de la Torre / FEMP,Difundida,,Publicada,Ambas
Alhaurín el Grande,Málaga,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Alhaurín el Grande, 29120",2026-09-02,20:00,,"36,6419103","-4,6917297",,Sin confirmar,,Publicada,Ambas
Antequera,Málaga,Plaza de la Constitución (Puerta de Estepa),"Plaza de la Constitución (Puerta de Estepa), Antequera, 29200",2026-09-02,20:00,,"37,0218381","-4,5656866",Ayuntamiento de Antequera,Difundida,,Publicada,Ambas
Árchez,Málaga,Paseo del Río Turvilla,"Paseo del Río Turvilla, Árchez",2026-09-02,20:00,,"36,8390459","-3,9907148",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio,Publicada,Ambas
Archidona,Málaga,Plaza Ochavada,Plaza Ochavada,2026-09-02,20:00,,"37,094525","-4,390608",Ayuntamiento,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Benahavís,Málaga,Ayuntamiento de Benahavís,"Ayuntamiento de Benahavís, Benahavís, 29679",2026-09-02,20:00,,"36,5184736","-5,0453293",Ayuntamiento de Benahavis,Difundida,,Publicada,Ambas
Benalauría,Málaga,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"36,594191","-5,261143",,Sin confirmar,,Publicada,Ambas
Benalmádena,Málaga,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Benalmádena, 29639",2026-09-02,20:00,,"36,5950065","-4,5733774",Ayuntamiento de Benalmádena,Difundida,,Publicada,Ambas
Benaoján,Málaga,Plaza de San Marcos,"Plaza de San Marcos, Benaoján, 29370",2026-09-02,20:00,,"36,718796","-5,2531734",,Sin confirmar,,Publicada,Ambas
Canillas de Aceituno,Málaga,Plaza de la Constitución,"Plaza de la Constitución, Canillas de Aceituno",2026-09-02,20:00,,"36,8731778","-4,0820778",,Sin confirmar,,Publicada,Ambas
Canillas de Albaida,Málaga,Plaza Nuestra Señora del Rosario,"Plaza Nuestra Señora del Rosario, Canillas de Albaida",2026-09-02,20:00,,"36,8461633","-3,9877126",,Sin confirmar,,Publicada,Ambas
Coín,Málaga,Plaza Alameda,Plaza Alameda,2026-09-02,20:00,,"36,660051","-4,756562",JA Gargui (particular),Confirmada,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Cortes de la Frontera,Málaga,Plaza Carlos III,"Plaza Carlos III, Cortes de la Frontera, 29380",2026-09-02,20:00,,"36,6171132","-5,3426671",Ayuntamiento de Cortes de la Frontera,Difundida,,Publicada,Ambas
El Burgo,Málaga,Ayuntamiento del municipio,,2026-08-02,20:00,OTRA FECHA,"36,7904469","-4,9480972",José Antonio Cebrián-Benavides,Confirmada,,Solo en porceuta.es,porceuta.es
Estepona,Málaga,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Estepona, 29680",2026-09-02,20:00,,"36,4247785","-5,1498665",,Confirmada,Ceuta no está sola. Toda España está con ella.,Publicada,Ambas
Fuengirola,Málaga,Plaza de España,"Plaza de España, Fuengirola",2026-09-02,20:00,,"36,5368729","-4,6264499",Ayuntamiento de Fuengirola,Difundida,,Publicada,Ambas
Gaucín,Málaga,Plaza del Santo Niño,"Plaza del Santo Niño, Gaucín",2026-09-02,20:00,,"36,5187311","-5,3176839",,Sin confirmar,,Publicada,Ambas
Jimera de Líbar,Málaga,Plaza Virgen de la Salud,"Plaza Virgen de la Salud, Jimera de Líbar, 29392",2026-09-02,20:00,,"36,6511711","-5,2740986",,Sin confirmar,,Publicada,Ambas
Málaga,Málaga,Ayuntamiento de Málaga,"Ayuntamiento de Málaga, Málaga, 29015",2026-09-02,20:00,,"36,7203687","-4,4150247",Ayuntamiento de Málaga / FEMP / FAMP,Difundida,,Publicada,Ambas
Manilva,Málaga,Plaza del Donante de Sabinillas,,2026-09-02,20:00,,"36,37408","-5,22766",Ayuntamiento de Manilva / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Solo en porceuta.es,porceuta.es
Manilva,Málaga,"Plaza del Donante, Sabinillas, hasta calle Virgen de África","Plaza del Donante, Sabinillas, hasta calle Virgen de África, Manilva, 29691",2026-09-02,20:00,,"36,367303","-5,227807",,,,Publicada,Listado oficial
Marbella,Málaga,Parque de la Alameda,"Parque de la Alameda, Marbella, 29602",2026-09-02,20:00,,"36,5087178","-4,8857015",Ayuntamiento de Marbella,Difundida,Donde el templete,Publicada,Ambas
Mijas,Málaga,La Cala (Tenencia de Alcaldía),"La Cala (Tenencia de Alcaldía), Mijas",2026-09-02,20:00,,"36,5043738","-4,6807143",Ayuntamiento de Mijas,Difundida,En La Cala de Mijas,Publicada,Ambas
Mijas,Málaga,Las Lagunas (Tenencia de Alcaldía),"Las Lagunas (Tenencia de Alcaldía), Mijas",2026-09-02,20:00,,"36,5445591","-4,6396852",Ayuntamiento de Mijas,Difundida,En Las Lagunas,Publicada,Ambas
Mijas,Málaga,Mijas Pueblo (Ayuntamiento de Mijas),"Mijas Pueblo (Ayuntamiento de Mijas), Mijas, 29650",2026-09-02,20:00,,"36,5965552","-4,6367511",Ayuntamiento de Mijas,Difundida,,Publicada,Ambas
Nerja,Málaga,Bajos del Ayuntamiento de Nerja (Plaza de España),Bajos del Ayuntamiento de Nerja (Plaza de España),2026-09-02,20:00,,"36,745454","-3,876796",Ayuntamiento de Nerja,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Nueva Andalucía,Málaga,Centro Polivalente,"Centro Polivalente, Nueva Andalucía",2026-09-02,20:00,,"36,50598","-4,966",,,Recogido de prensa (El Faro de Ceuta),Retirada · no aparece en el listado oficial del 29 de agosto,Listado oficial
Rincón de la Victoria,Málaga,Plaza Al-Andalus,"Plaza Al-Andalus, Rincón de la Victoria",2026-09-02,20:00,,"36,715627","-4,2854662",Ayuntamiento de Rincon de la Victoria,Difundida,,Publicada,Ambas
