Municipio,Provincia,Lugar,Dirección,Fecha,Hora,Ojo,Latitud,Longitud,Convoca,Marca en porceuta.es,Notas,Estado,Fuente
Ocaña,Toledo,Plaza Mayor,"Plaza Mayor, 45300",2026-09-02,20:00,,"39,958666","-3,500772",Ayuntamiento de Ocaña,Difundida,Lectura de manifiesto de solidaridad con Ceuta,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Quintanar de la Orden,Toledo,Plaza de la Constitución,"Plaza de la Constitución, Quintanar de la Orden, 45800",2026-09-02,20:00,,"39,5909487","-3,0441108",Ayuntamiento de Quintanar de la Orden/FEMP,Difundida,CORRECCIÓN DE NOMBRE. El municipio correcto es Quintanar de la Orden.,Publicada,Ambas
Quismondo,Toledo,Frente al Ayuntamiento,Frente al Ayuntamiento,2026-09-02,20:00,,"40,10536","-4,324233",,Sin confirmar,,Publicada,Ambas
Seseña,Toledo,Plaza Bayona (Ayuntamiento),"Plaza Bayona (Ayuntamiento), Seseña",2026-09-02,20:00,,"40,104381","-3,6971754",,Sin confirmar,ceuta no esta sola,Publicada,Ambas
Sonseca,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Sonseca, 45100",2026-09-02,20:00,,"39,675878","-3,9751504",,Sin confirmar,,Publicada,Ambas
Talavera de la Reina,Toledo,Plaza del Pan,"Plaza del Pan, Talavera de la Reina, 45600",2026-09-02,20:00,,"39,9583698","-4,8329505",,Confirmada,POR CEUTA Y POR ESPAÑA,Publicada,Ambas
Toledo,Toledo,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, Toledo, 45071",2026-09-02,20:00,,"39,8565436","-4,0249439",Ayuntamiento de Toledo,Difundida,,Publicada,Ambas
Torrijos,Toledo,Palacio de Pedro I,,2026-09-02,20:00,,"39,9832","-4,28809",Ayuntamiento de Torrijos / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Urda,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Urda, 45480",2026-09-02,20:00,,"39,4125049","-3,7165379",,Sin confirmar,,Publicada,Ambas
Valmojado,Toledo,Plaza de España,,2026-09-02,20:00,,"40,2159955","-4,1014797",Ayuntamiento de Valmojado,Difundida,,Solo en porceuta.es,porceuta.es
Villasequilla,Toledo,Plaza Mayor,"Plaza Mayor, Villasequilla",2026-09-02,20:00,,"39,8763348","-3,7308655",,Sin confirmar,,Publicada,Ambas
Villatobas,Toledo,Plaza del Ayuntamiento,Plaza del Ayuntamiento,2026-09-02,20:00,,"39,901849","-3,323916",Ayuntamiento de Villatobas,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Yepes,Toledo,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"39,917742","-3,676305",Ayuntamiento de Yepes,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Yuncos,Toledo,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, Yuncos, 45210",2026-09-02,20:00,,"40,0872817","-3,8741464",,Sin confirmar,,Publicada,Ambas
Alborache,Valencia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"39,391718","-0,77099",,Sin confirmar,,Publicada,Ambas
Alcàsser,Valencia,Porta de l'Ajuntament,Porta de l'Ajuntament,2026-09-02,20:00,,"39,367712","-0,444674",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Algemesí,Valencia,Puertas del Consistorio,"Puertas del Consistorio, 46680",2026-09-02,20:00,,"39,190758","-0,435747",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Almussafes,Valencia,Porta de l'Ajuntament,"Porta de l'Ajuntament, 46440",2026-09-02,20:00,,"39,292433","-0,413858",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Benaguasil,Valencia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"39,593552","-0,584896",,Sin confirmar,,Publicada,Ambas
Burjassot,Valencia,Plaza emilio Castelar. ( Ayuntamiento),,2026-09-02,20:00,,"39,5090599","-0,4108581",Ayuntamiento??,Difundida,,Solo en porceuta.es,porceuta.es
Carcaixent,Valencia,Plaza mayor,,2026-09-02,19:00,NO son las 20:00,"39,1209651","-0,4472814",,Sin confirmar,Apoyo al pueblo español de Ceuta,Solo en porceuta.es,porceuta.es
Caudete de las Fuentes,Valencia,Plaza de Correos,"Plaza de Correos, 46315",2026-09-02,20:00,,"39,558806","-1,27955",,Sin confirmar,,Publicada,Ambas
Gandia,Valencia,Plaza del Ayuntamiento,"Plaza del Ayuntamiento, 46701",2026-09-02,20:00,,"38,967593","-0,180342",,Confirmada,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Godella,Valencia,Puerta del Ayuntamiento,Puerta del Ayuntamiento,2026-09-02,20:00,,"39,518284","-0,409772",,Sin confirmar,,Publicada,Ambas
Godelleta,Valencia,Ayuntamiento,"Ayuntamiento, 46388",2026-09-02,20:00,,"39,421856","-0,686182",,Sin confirmar,,Publicada,Ambas
L'Alcúdia de Crespins,Valencia,"Puertas del Ayuntamiento, Plaça de la Constitució 3","Puertas del Ayuntamiento, Plaça de la Constitució 3",2026-09-02,12:00,NO son las 20:00,"38,9698","-0,5917",Ayuntamiento de L'Alcúdia de Crespins,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
La Pobla de Vallbona,Valencia,Centro Social,Centro Social,2026-09-02,20:00,,"39,591239","-0,553015",Ayuntamiento,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Llocnou de la Corona,Valencia,Puerta del Ayuntamiento de Llocnou de la Corona,,2026-09-02,20:00,,"39,4204988","-0,3819899",VOX Massalfassar,Confirmada,,Solo en porceuta.es,porceuta.es
Meliana,Valencia,"Puertas del Ayuntamiento, Plaça Major 1",,2026-09-02,20:00,,"39,52706","-0,34938",Ayuntamiento de Meliana / alcaldesa Trini Montañana,Difundida,,Solo en porceuta.es,porceuta.es
Montserrat,Valencia,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"39,357649","-0,6031",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Náquera,Valencia,Ayuntamiento de Náquera,Ayuntamiento de Náquera,2026-09-02,20:00,,"39,657514","-0,424164",,Sin confirmar,,Publicada,Ambas
Oliva,Valencia,Ayuntamiento,,2026-09-02,20:00,,"38,9202443","-0,1208981",,Sin confirmar,,Solo en porceuta.es,porceuta.es
Sagunto,Valencia,Plaza del sol,,2026-09-02,20:00,,"39,6792916","-0,2786451",Español de bien,Sin confirmar,España unida no será vencida,Solo en porceuta.es,porceuta.es
Tavernes Blanques,Valencia,Puertas del consistorio,"Puertas del consistorio, 46016",2026-09-02,20:00,,"39,506429","-0,362599",,Sin confirmar,El punto del mapa es aproximado: señala el centro del municipio.,Publicada,Ambas
Torrent,Valencia,"Puerta de la Casa Consistorial, Carrer de Ramon y Cajal 1","Puerta de la Casa Consistorial, Carrer de Ramon y Cajal 1, 46900",2026-09-02,20:00,,"39,436805","-0,465902",Ayuntamiento de Torrent,Difundida,,Publicada,Ambas
Valencia,Valencia,Plaça de l'Ajuntament,"Plaça de l'Ajuntament, Valencia",2026-09-02,20:00,,"39,4706473","-0,3768264",Valores que Unen,Confirmada,Recogido de prensa (El Diario de Madrid),Publicada,Ambas
Vilamarxant,Valencia,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"39,567899","-0,622101",Ayuntamiento de Vilamarxant,Difundida,En apoyo a Ceuta,Publicada,Ambas
Aldeamayor de San Martín,Valladolid,Plaza Mayor,"Plaza Mayor, 47162",2026-09-02,20:00,,"41,512157","-4,639969",,Sin confirmar,,Publicada,Ambas
Arroyo de la Encomienda,Valladolid,Plaza de España,"Plaza de España, 47195",2026-09-02,20:00,,"41,621081","-4,780977",,Difundida,Publicada por el ayuntamiento. Incluyo link al tweet: https://x.com/aytoarroyo/status/2092642163343466981?s=46,Publicada,Ambas
Cigales,Valladolid,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"41,758172","-4,698986",,Sin confirmar,,Publicada,Ambas
La Cistérniga,Valladolid,Plaza Mayor,"Plaza Mayor, 47193",2026-09-02,20:00,,"41,612034","-4,685486",,Sin confirmar,,Publicada,Ambas
Laguna de Duero,Valladolid,Ayuntamiento,Ayuntamiento,2026-09-02,20:00,,"41,582129","-4,721488",,Sin confirmar,,Publicada,Ambas
Medina de Rioseco,Valladolid,Plaza Mayor,Plaza Mayor,2026-09-02,20:00,,"41,880962","-5,041324",,Sin confirmar,,Publicada,Ambas
Olmedo,Valladolid,Plaza de Santa María,"Plaza de Santa María, 47410",2026-09-02,20:00,,"41,288534","-4,685186",,Sin confirmar,,Publicada,Ambas
Santovenia de Pisuerga,Valladolid,Puerta del Ayuntamiento,"Puerta del Ayuntamiento, 47155",2026-09-02,20:00,,"41,696621","-4,689262",,Sin confirmar,,Publicada,Ambas
Tordesillas,Valladolid,Plaza Mayor,,2026-09-02,20:00,,"41,5004","-5,0003",Ayuntamiento de Tordesillas / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Valladolid,Valladolid,Plaza Mayor,"Plaza Mayor, Valladolid",2026-09-02,20:00,,"41,6520609","-4,7285484",PatriaM,Confirmada,Recogido de prensa (El Distrito),Publicada,Ambas
Valoria la Buena,Valladolid,Plaza de la Constitución,Plaza de la Constitución,2026-09-02,20:00,,"41,799627","-4,528729",,Sin confirmar,,Publicada,Ambas
Zaratán,Valladolid,Plaza de las Herrerías,"Plaza de las Herrerías, 47610",2026-09-02,20:00,,"41,659237","-4,783798",,Sin confirmar,,Publicada,Ambas
Bilbao,Vizcaya,Plaza Moyúa,"Plaza Moyúa, Bilbao",2026-09-02,20:00,,"43,2629819","-2,9349696",,Sin confirmar,Recogido de prensa (El Diario de Madrid),"Retirada · el listado oficial la marca sin confirmar: convocatoria difundida, sin fuente de confirmación",Ambas
Benavente,Zamora,Plaza Mayor,,2026-09-02,20:00,,"42,0032862","-5,6738595",Ayuntamiento de Benavente / FEMP,Difundida,https://www.benaventedigital.es/benavente-celebrara-una-concentracion-en-apoyo-a-ceuta/,Solo en porceuta.es,porceuta.es
Morales del Vino,Zamora,"Plaza de la Ermita, frente al Ayuntamiento","Plaza de la Ermita, frente al Ayuntamiento",2026-09-02,20:00,,"41,44716","-5,73049",Ayuntamiento de Morales del Vino / FEMP,Difundida,Convocatoria confirmada y detectada en los barridos del 26-27/08/2026; ausente del CSV base de 204 registros.,Publicada,Ambas
Villalpando,Zamora,"Plaza Mayor, frente al Ayuntamiento","Plaza Mayor, frente al Ayuntamiento, 49630",2026-09-02,20:00,,"41,864784","-5,413532",Ayuntamiento de Villalpando,Difundida,,Publicada,Ambas
Villaralbo,Zamora,Plaza del Ayuntamiento,,2026-09-02,20:00,,"41,493","-5,682",Ayuntamiento de Villaralbo / FEMP,Difundida,,Solo en porceuta.es,porceuta.es
Zamora,Zamora,"Frente al Ayuntamiento, Plaza Mayor",,2026-09-02,20:00,,"41,503915","-5,747027",Grupo Municipal Vox Zamora,Sin confirmar,,Solo en porceuta.es,porceuta.es
Calatayud,Zaragoza,"Plaza de España, junto a la antigua Casa Consistorial","Plaza de España, junto a la antigua Casa Consistorial",2026-09-02,20:00,,"41,35309","-1,64329",Ayuntamiento de Calatayud / FEMP,Difundida,Convocatoria confirmada,Publicada,Ambas
Caspe,Zaragoza,"Puertas de la Casa Consistorial, Plaza de España 1","Puertas de la Casa Consistorial, Plaza de España 1, 50700",2026-09-02,20:00,,"41,236","-0,039",Ayuntamiento de Caspe / FEMP,Difundida,,Retirada · no aparece en el listado oficial del 29 de agosto,Ambas
Maella,Zaragoza,Plaza de España,"Plaza de España, Maella, 50710",2026-09-02,20:00,,"41,12218","0,1397423",,Sin confirmar,,Publicada,Ambas
Mainar,Zaragoza,Puerta del Ayuntamiento (Plaza San Marcos),,2026-09-02,20:00,,"41,1925768","-1,3027612",Ayuntamiento de Mainar,Difundida,"✅ La FEMP (Federación Española de Municipios y Provincias) ha convocado concentraciones frente a los ayuntamientos de todas España como muestra de apoyo y solidaridad con la ciudad autónoma y sus vecinos. 📝 En Mainar nos sumamos a esta convocatoria, la cual tendrá lugar en la puerta del Ayuntamiento a las 20:00 h el miércoles. Os invitamos a participar. ❤️Mainar está con Ceuta.",Solo en porceuta.es,porceuta.es
María de Huerva,Zaragoza,Plaza de España,"Plaza de España, María de Huerva, 50430",2026-09-02,20:00,,"41,5377155","-0,9965213",,Sin confirmar,,Publicada,Ambas
Monreal de Ariza,Zaragoza,Frente a la Casa Consistorial,,2026-09-02,20:00,,"41,2915452","-2,1052574",Ayuntamiento de Monreal de Ariza,Difundida,https://www.elaltojalon.es/texto-diario/mostrar/5996908/monreal-ariza-suma-concentraciones-apoyo-ceuta-proximo-2-septiembre,Solo en porceuta.es,porceuta.es
Utebo,Zaragoza,Ayuntamiento,"Ayuntamiento, Utebo, 50180",2026-09-02,20:00,,"41,7098105","-0,9982786",,Sin confirmar,El cartel escribe Uteba; el municipio de Zaragoza es Utebo,Publicada,Ambas
Zaragoza,Zaragoza,Plaza del Pilar,"Plaza del Pilar, Zaragoza, 50001",2026-09-02,20:00,,"41,6567713","-0,8785235",,Confirmada,,Publicada,Ambas
